session,ts,ax,ay,az,at,v,stroke phase
1,11713,-0.358737,1.565822,-0.665724,1.738873,0,2
1,11849,-0.196726,0.971223,-0.80561,1.277099,0,2
1,11985,0.298699,0.306548,-0.359873,0.559197,0,3
1,12104,-0.236641,0.799215,-0.746336,1.118821,0,3
1,12240,0.061553,0.867169,-0.909931,1.258469,0,3
1,12359,-0.440916,0.48068,-0.305341,0.720204,0,3
1,12540,0.585153,1.260028,-0.796126,1.601216,0,3
1,12659,0.836388,0.714272,-1.104348,1.558626,0,3
1,12778,0.249392,-0.167008,-0.860141,0.911005,0,3
1,12923,0.002853,0.05809,-0.713143,0.715511,0,1
1,13042,-0.285949,0.251335,-0.639644,0.744366,0,1
1,13178,0.005201,0.387243,-0.665724,0.770177,0,1
1,13297,-0.116894,0.470062,-0.563774,0.743279,0,2
1,13433,-0.044107,0.971223,-0.471307,1.08044,0,2
1,13582,-0.231945,1.472385,-0.231842,1.508465,0,2
1,13729,-0.330561,1.674124,-0.421517,1.757736,0,2
1,13875,-0.779026,1.531845,-0.770045,1.883189,0,2
1,14023,-0.025323,0.901146,-0.646757,1.109504,0,2
1,14158,0.315135,0.374502,-0.73211,0.880652,0,3
1,14286,0.317483,0.716396,-0.995285,1.266732,0,3
1,14405,0.345659,0.792844,-0.815093,1.188469,0,3
1,14525,-0.224901,0.952111,-0.094328,0.98285,0,3
1,14673,0.702553,1.729336,-0.793755,2.028357,0,3
1,14793,0.890391,0.115427,-1.099606,1.419596,0,3
1,14932,0.148428,-0.205232,-0.819835,0.858068,0,1
1,15068,-0.274209,0.05172,-0.888592,0.931377,0,1
1,15204,-0.393956,0.293806,-0.848287,0.980364,0,1
1,15340,-0.116894,0.336277,-0.777158,0.854823,0,1
1,15476,-0.13333,0.525275,-0.665724,0.858417,0,1
1,15623,0.085033,0.841686,-0.393066,0.932827,0,2
1,15764,-0.417436,1.587057,-0.497387,1.714759,0,2
1,15899,-0.175594,1.485126,-0.236584,1.514069,0,2
1,16035,-0.72737,1.771808,-1.08538,2.201459,0,2
1,16171,-0.269513,0.935123,-0.829319,1.278617,0,2
1,16307,0.207128,0.461568,-0.530581,0.733118,0,3
1,16426,0.209476,0.593229,-0.876738,1.079106,0,3
1,16556,0.221216,0.803462,-0.812722,1.164047,0,3
1,16676,-0.041759,0.930876,-0.186794,0.95035,0,3
1,16825,0.270523,1.954434,-0.599338,2.062087,0,3
1,16944,1.141626,0.652689,-1.348555,1.88359,0,3
1,17072,0.348007,0.05172,-0.812722,0.885608,0,1
1,17202,-0.067586,0.02199,-0.836432,0.839446,0,1
1,17338,-0.307081,0.128168,-0.620676,0.704248,0,1
1,17510,-0.274209,0.338401,-0.758191,0.874391,0,1
1,17656,-0.072282,0.733384,-0.689434,1.009156,0,2
1,17805,-0.027671,1.164468,-0.525839,1.27799,0,2
1,17941,-0.43622,1.699606,-0.40255,1.800277,0,2
1,18077,-0.321169,1.236669,-0.345647,1.323621,0,2
1,18213,-0.70389,1.773931,-1.170734,2.238953,0,2
1,18348,-0.201422,0.811956,-0.634902,1.050211,0,2
1,18484,0.333919,0.11118,-0.217616,0.413787,0,0
1,18612,0.533498,-0.035346,-0.419146,0.679377,0,0
1,18759,0.643853,-0.003493,-0.32668,0.721996,0,0
1,18908,0.902131,0.064461,-0.506871,1.036781,0,0
1,19027,0.801168,0.05809,-0.45234,0.921876,0,0
1,19157,0.735424,0.102685,-0.32668,0.811242,0,0
1,19288,0.714293,-0.043841,-0.63016,0.95354,0,0
1,19423,0.568718,0.05809,-0.684692,0.891973,0,0
1,19543,0.559326,0.015619,-0.601709,0.82167,0,0
1,19662,0.669681,-0.00774,-0.525839,0.851492,0,0
1,19798,0.641505,-0.073571,-0.596967,0.879381,0,0
1,19976,0.458362,-0.101177,-0.817464,0.942645,0,0
1,20111,0.284611,-0.12666,-0.898076,0.950572,0,0
1,20247,0.094425,-0.313534,-0.807981,0.87181,0,0
1,20394,-0.555967,-0.434577,-0.905189,1.147747,0,0
1,20530,-0.800158,-0.49616,0.033703,0.942106,1,0
1,20666,-0.520748,-0.697899,0.258943,0.908456,1,0
1,20802,-0.450308,-0.714887,0.40357,0.936328,1,0
1,20938,-0.276557,-0.742494,0.408312,0.891347,1,0
1,21087,-0.246033,-0.846548,0.339554,0.944708,1,0
1,21222,-0.271861,-0.814695,0.391715,0.943969,1,0
1,21358,-0.220206,-0.814695,0.339554,0.909679,1,0
1,21503,-0.262469,-0.750988,0.386973,0.884659,1,0
1,21638,-0.257773,-0.753112,0.35378,0.871082,1,0
1,21774,-0.307081,-0.840178,0.365635,0.966378,1,0
1,21910,-0.358737,-0.778594,0.368006,0.932914,1,0
1,22068,-0.189682,-0.642686,0.40357,0.782236,1,0
1,22217,-0.13333,-0.738247,0.427279,0.863338,1,0
1,22353,-0.116894,-0.753112,0.405941,0.863498,1,0
1,22489,-0.199074,-0.838054,0.372748,0.938566,1,0
2,102,-0.163854,-0.806201,0.25183,0.860364,0,0
2,240,-0.10985,-0.823189,0.239975,0.864462,0,0
2,360,-0.130982,-0.825313,0.223378,0.864983,0,0
2,479,-0.112198,-0.863537,0.190185,0.891322,0,0
2,599,-0.126286,-0.818942,0.258943,0.868139,0,0
2,718,-0.091066,-0.886896,0.427279,0.988658,0,0
2,837,0.080337,-0.629945,0.533972,0.829705,0,0
2,970,0.073293,-0.846548,0.261313,0.888989,0,0
2,1089,-0.07463,-0.759482,0.313474,0.825014,0,0
2,1208,0.000505,-0.619327,0.237604,0.663341,0,0
2,1327,-0.382216,-0.576856,0.567165,0.894722,0,0
2,1455,-0.370477,-0.649057,0.747356,1.056915,0,0
2,1586,-0.302385,-0.595968,0.816113,1.054825,0,0
2,1705,-0.377521,-0.451565,0.688083,0.905478,0,0
2,1835,-0.551271,-0.500407,0.557681,0.930224,0,0
2,1978,-0.887033,-0.362376,0.216266,0.982301,0,0
2,2098,-0.82129,-0.326275,-0.072989,0.886735,0,0
2,2233,-0.929297,-0.005617,-0.293487,0.974556,0,0
2,2369,-0.872945,-0.009864,-0.295857,0.921771,0,0
2,2526,-1.051392,-0.052335,-0.646757,1.235499,0,0
2,2661,-1.044348,-0.334769,-0.793755,1.353802,0,0
2,2813,-0.811898,-0.356005,-1.030849,1.35962,0,0
2,2957,-0.288297,-0.048088,-0.774787,0.828084,0,0
2,3117,0.120252,-0.360252,-0.83169,0.914303,0,0
2,3237,0.035725,-0.950603,-0.869625,1.288864,0,0
2,3356,-0.199074,0.041102,-1.168363,1.185914,0,0
2,3475,0.019289,-0.145772,-1.007139,1.017817,0,0
2,3594,-0.105154,-0.014111,-0.890963,0.897258,0,0
2,3730,-0.15681,-0.086312,-0.88148,0.89947,0,0
2,3866,-0.116894,-0.109671,-1.023736,1.036208,0,0
2,4002,0.054509,-0.243456,-0.98343,1.014582,0,0
2,4134,0.13434,-0.273186,-0.90756,0.957258,0,1
2,4254,-0.037063,-0.141525,-0.853028,0.865483,0,1
2,4398,-0.177942,-0.118166,-0.93364,0.957763,0,1
2,4544,-0.18029,-0.128783,-0.869625,0.897406,0,2
2,4692,-0.138026,0.20674,-0.649128,0.695096,0,2
2,4811,-0.105154,0.344772,-0.492645,0.61043,0,2
2,4930,-0.140374,0.735508,-0.329051,0.817894,0,2
2,5083,-0.175594,2.039377,-0.400179,2.085674,0,2
2,5218,-0.82129,0.954235,-0.743965,1.462383,0,2
2,5337,-0.652235,1.82065,-0.758191,2.077265,0,2
2,5457,-0.689803,0.595352,-0.722627,1.162954,0,2
2,5576,0.695509,0.803462,-0.286374,1.100588,0,3
2,5704,0.148428,0.642071,-1.094864,1.277894,0,3
2,5823,-0.081674,1.236669,-0.876738,1.518121,0,3
2,5958,-0.401,1.287635,0.07638,1.350792,0,3
2,6090,0.054509,1.491497,-0.340905,1.530931,0,3
2,6221,1.064142,0.338401,-1.289282,1.705626,0,3
2,6340,0.387923,0.026237,-0.945495,1.022318,0,3
2,6460,0.059205,0.024113,-0.687063,0.69003,0,1
2,6579,-0.438568,0.217358,-0.710772,0.863008,0,1
2,6698,-0.300037,0.119674,-0.615934,0.695499,0,2
2,6817,-0.10985,0.427591,-0.642015,0.779156,0,2
2,6937,0.031029,0.841686,-0.397808,0.931477,0,2
2,7088,-0.222553,1.52335,-0.390695,1.588323,0,2
2,7234,-0.985649,1.591304,-0.608822,1.968354,0,2
2,7390,-1.405938,1.816402,-1.241863,2.611169,0,2
2,7509,-0.354041,0.591105,-0.85777,1.100236,0,2
2,7640,0.44897,0.580487,-0.65624,0.984475,0,3
2,7759,-0.084022,1.102884,-1.047445,1.523337,1,3
2,7944,-0.21551,1.283388,-0.182052,1.314029,1,3
2,8064,-0.323517,2.46409,-0.004232,2.485241,1,3
2,8196,1.127538,0.661183,-1.272685,1.824344,1,3
2,8315,0.48419,0.100562,-1.270314,1.363177,1,3
2,8435,-0.015931,0.196122,-0.845916,0.868499,1,3
2,8562,-0.213162,0.232223,-0.684692,0.753769,1,1
2,8682,-0.114546,0.366007,-0.675208,0.776523,1,1
2,8801,-0.264817,0.402108,-0.521097,0.709479,1,2
2,8920,0.080337,0.924505,-0.47842,1.044054,1,2
2,9039,-0.262469,1.385319,-0.45471,1.481472,1,2
2,9183,-0.905817,1.82065,-0.438114,2.080195,1,2
2,9302,0.164864,1.262152,-0.390695,1.331484,1,2
2,9422,-1.220447,1.542462,-1.289282,2.351793,1,2
2,9541,-0.330561,0.928752,-0.888592,1.327195,1,2
2,9671,0.085033,0.794968,-1.026107,1.300807,1,3
2,9819,-0.088718,1.151726,-0.893334,1.460271,1,3
2,9938,-0.438568,1.107132,-0.051651,1.191952,1,3
2,10058,0.000505,2.243239,-0.449969,2.287923,0,3
2,10190,1.162758,0.196122,-0.442856,1.259599,0,3
2,10309,0.272871,-0.135154,-0.850657,0.903517,0,1
2,10445,-0.154462,0.092067,-0.834061,0.853225,0,1
2,10581,-0.149766,0.225852,-0.689434,0.740782,0,1
2,10728,-0.093414,0.491298,-0.770045,0.918188,0,1
2,10864,-0.170898,0.809832,-0.385953,0.913233,0,2
2,11000,0.164864,1.478755,-0.338534,1.525943,0,2
2,11119,-0.82129,2.090342,-0.542435,2.310472,0,2
2,11276,1.012487,0.860798,-0.065876,1.33058,0,2
2,11396,-1.281495,1.682618,-1.232379,2.447895,0,2
2,11531,0.070945,0.688789,-0.442856,0.82194,0,3
2,11651,0.711945,0.493421,-1.206298,1.485088,0,3
2,11770,0.221216,1.310994,-0.751078,1.52701,0,3
2,11889,-0.09811,1.277017,-0.044538,1.281554,0,3
2,12025,-0.105154,2.46409,0.07638,2.467515,0,3
2,12178,0.906827,0.123921,-0.63016,1.111213,0,3
2,12319,0.444274,0.11118,-0.879109,0.991248,0,1
2,12450,0.045117,0.015619,-0.900447,0.901712,0,1
2,12569,-0.278905,0.251335,-0.791384,0.875926,0,1
2,12713,-0.088718,0.285312,-0.73211,0.790734,0,1
2,12849,-0.048803,0.433961,-0.658611,0.790236,0,2
2,12985,0.007549,0.930876,-0.60408,1.109729,0,2
2,13104,-0.217858,1.336477,-0.45234,1.42767,0,2
2,13253,-0.678063,1.854627,-0.457081,2.026902,0,2
2,13389,-0.532488,1.542462,-0.921786,1.874146,0,2
2,13525,-0.300037,0.981841,-1.066413,1.480294,0,2
2,13661,0.197736,0.406355,-0.592225,0.744953,0,3
2,13791,0.20478,0.833192,-0.853028,1.209876,0,3
2,13910,0.094425,0.930876,-0.677579,1.155231,0,3
2,14038,-0.537184,1.181456,0.00051,1.297846,0,3
2,14157,0.24,1.812155,-0.594596,1.922251,0,3
2,14290,0.852824,-0.409094,-1.339071,1.639445,0,3
2,14426,0.063901,-0.101177,-0.843545,0.85199,0,1
2,14561,-0.285949,0.043225,-0.786642,0.838118,0,1
2,14718,-0.264817,0.217358,-0.751078,0.825524,0,1
2,14853,-0.140374,0.33203,-0.774787,0.854543,0,1
2,15000,-0.105154,0.705778,-0.568516,0.912354,0,2
2,15136,0.096772,1.15385,-0.388324,1.221282,0,2
2,15255,-0.771982,1.852503,-0.642015,2.107109,0,2
2,15416,0.202432,1.111379,-0.305341,1.170203,0,2
2,15543,-1.006781,1.461767,-1.094864,2.085449,0,2
2,15679,-0.321169,0.9691,-0.824577,1.312338,0,2
2,15815,0.404359,0.688789,-0.914673,1.214316,0,3
2,15934,0.120252,1.126244,-0.807981,1.391301,0,3
2,16053,-0.011235,0.943617,-0.27689,0.983467,0,3
2,16189,-0.281253,2.018141,-0.179681,2.045552,0,3
2,16325,1.383468,1.531845,-1.960258,2.846602,0,3
2,16457,0.298699,-0.283804,-0.80561,0.90486,0,1
2,16593,-0.10985,0.045349,-0.962092,0.969404,0,1
2,16729,-0.208466,0.068708,-0.762933,0.79388,0,1
2,16873,-0.238989,0.115427,-0.75582,0.801064,0,1
2,17021,-0.058195,0.291683,-0.751078,0.807826,0,2
2,17177,-0.091066,0.701531,-0.703659,0.997785,0,2
2,17313,0.139036,1.245163,-0.502129,1.349777,0,2
2,17432,-0.661627,1.691112,-0.20102,1.827025,0,2
2,17597,-0.238989,0.582611,-0.265035,0.683224,0,2
2,17744,-0.915209,1.748448,-1.265572,2.34443,0,2
2,17891,-0.222553,0.327783,-0.118037,0.413406,0,2
2,18027,0.350355,0.234346,-0.366986,0.558879,0,2
2,18146,0.547586,0.134539,-0.694175,0.894332,0,2
2,18265,0.592197,0.289559,-0.724998,0.979879,0,2
2,18393,0.50767,0.230099,-0.596967,0.816728,0,2
2,18523,0.547586,0.223728,-0.561403,0.815523,0,2
2,18656,0.603937,0.227976,-0.611192,0.888971,0,2
2,18775,0.51941,0.240717,-0.729739,0.927497,0,2
2,18894,0.416098,0.215234,-0.75582,0.889229,0,2
2,19014,0.319831,0.230099,-0.784271,0.877678,0,2
2,19133,0.348007,0.225852,-0.819835,0.91883,0,2
2,19252,0.268175,0.249211,-0.879109,0.95229,0,2
2,19371,0.127296,0.247088,-0.909931,0.951436,0,2
2,19491,0.082685,0.138786,-0.938382,0.952187,0,2
2,19652,0.11086,-0.045964,-0.83169,0.840304,0,2
2,19787,-0.154462,-0.181872,-1.016623,1.04425,0,0
2,19923,-0.579447,-0.226467,-0.836432,1.042432,0,0
2,20071,-0.849466,-0.383611,-0.376469,1.005226,0,0
2,20206,-0.607623,-0.46643,0.218637,0.796596,0,0
2,20353,-0.295341,-0.627821,0.427279,0.814833,0,0
2,20489,-0.175594,-0.787089,0.325329,0.869586,0,0
2,20638,-0.288297,-0.827436,0.204411,0.89975,0,0
2,20774,-0.290645,-0.79983,0.221007,0.879231,0,0
2,20910,-0.297689,-0.797706,0.368006,0.927568,1,0
2,21045,-0.349345,-0.663922,0.320587,0.815849,1,0
2,21190,-0.419784,-0.750988,0.313474,0.915679,1,0
2,21326,-0.595883,-0.850796,0.254201,1.069368,1,0
2,21461,-0.445612,-0.685157,0.363264,0.894411,1,0
3,60,-0.138026,-0.827436,0.17596,0.857125,0,0
3,169,-0.140374,-0.816818,0.180701,0.848263,0,0
3,288,-0.114546,-0.818942,0.171218,0.844454,0,0
3,407,-0.114546,-0.840178,0.173589,0.865536,0,0
3,547,-0.10985,-0.85929,0.168847,0.882584,0,0
3,666,-0.123938,-0.855043,0.178331,0.882191,0,0
3,786,-0.112198,-0.861413,0.166476,0.884497,0,0
3,913,-0.114546,-0.852919,0.190185,0.881341,0,0
3,1032,-0.10985,-0.855043,0.190185,0.8828,0,0
3,1165,-0.138026,-0.835931,0.216266,0.874415,0,0
3,1295,-0.184986,-0.848672,0.287394,0.914909,0,0
3,1414,-0.269513,-0.706393,0.37749,0.84506,0,0
3,1556,-0.288297,-0.857166,0.590874,1.080269,0,0
3,1675,-0.356389,-0.593844,0.607471,0.921241,0,0
3,1794,-0.478484,-0.691528,0.652519,1.064396,0,0
3,1914,-0.410392,-0.491913,0.652519,0.914429,0,0
3,2033,-0.5184,-0.394229,0.671486,0.93544,0,0
3,2165,-0.42448,-0.105424,0.894354,0.995574,0,0
3,2333,-0.668671,-0.574732,-0.243697,0.914782,0,0
3,2469,-0.72737,-0.075694,-0.770045,1.061964,0,0
3,2605,-0.631103,-0.34114,-0.523468,0.88808,0,0
3,2741,-0.570055,0.036855,-0.822206,1.001171,0,0
3,2860,-0.642843,-0.118166,-0.848287,1.070887,0,0
3,3028,-0.330561,0.019866,-1.061671,1.11212,0,0
3,3160,0.11086,-0.18612,-0.997656,1.020905,0,0
3,3279,0.019289,-0.375117,-0.845916,0.925558,0,0
3,3399,-0.06289,-0.844425,-0.902818,1.237776,0,0
3,3534,-0.032367,-0.090559,-0.940753,0.945656,0,0
3,3670,-0.039411,-0.009864,-0.67995,0.681162,0,0
3,3815,-0.069934,0.011372,-0.592225,0.596448,0,1
3,3945,-0.025323,-0.330522,-0.594596,0.680757,0,1
3,4080,0.007549,-0.048088,-0.848287,0.849682,0,1
3,4229,0.136688,-0.018358,-0.734481,0.747318,0,1
3,4348,0.1226,-0.258321,-0.70603,0.761734,0,1
3,4468,-0.004191,-0.105424,-0.703659,0.711525,0,1
3,4615,-0.07463,-0.065076,-0.620676,0.628525,0,1
3,4751,-0.08637,0.126044,-0.466565,0.490948,0,1
3,4870,-0.208466,0.380872,-0.471307,0.640821,0,1
3,4989,-0.088718,0.555005,-0.374098,0.675167,0,2
3,5117,-0.217858,1.342847,-0.310083,1.395296,0,2
3,5265,-0.621711,2.107331,-0.962092,2.398539,0,2
3,5405,-0.43622,1.270646,-0.193907,1.357361,0,2
3,5524,-0.563011,0.949988,-0.431001,1.18542,0,2
3,5643,0.909175,0.506163,-0.698917,1.253509,0,3
3,5763,0.726033,1.066784,-1.064042,1.672524,0,3
3,5898,0.148428,1.920457,-0.575628,2.010357,0,3
3,6017,0.852824,2.73803,-0.217616,2.876017,0,3
3,6148,1.888285,0.780103,-1.329588,2.437618,0,3
3,6280,0.568718,-0.00774,-0.845916,1.019349,0,3
3,6399,0.085033,0.005001,-0.715514,0.720566,0,1
3,6538,-0.10985,0.2662,-0.599338,0.664932,0,1
3,6657,-0.292993,0.51041,-0.599338,0.839981,0,1
3,6787,0.345659,0.90964,-0.449969,1.072099,0,2
3,6907,-0.07463,1.907716,-0.5045,1.974707,0,2
3,7042,-0.80955,1.616787,-0.848287,1.997239,0,2
3,7161,-0.311777,1.73146,-0.931269,1.990583,0,2
3,7294,-0.692151,1.024312,-0.898076,1.528015,0,3
3,7413,1.08997,0.597476,-1.391232,1.86562,0,3
3,7543,0.608633,1.332229,-2.111998,2.570176,0,3
3,7663,-0.44796,2.128567,-0.179681,2.182601,0,3
3,7802,1.843673,2.663705,-0.962092,3.379361,0,3
3,7930,1.479736,0.092067,-1.618842,2.195164,0,3
3,8049,0.491234,0.300177,-0.758191,0.951982,0,1
3,8169,0.162516,0.387243,-0.577999,0.714459,0,1
3,8301,-0.250729,0.382996,-0.70603,0.841445,0,1
3,8420,-0.030019,0.54014,-0.613563,0.817993,0,1
3,8540,0.291655,0.956358,-0.255551,1.031984,0,2
3,8659,-0.210814,1.97567,-0.215246,1.99851,0,2
3,8794,-0.147418,0.654812,-0.575628,0.884228,0,2
3,8913,-1.142964,1.950187,-1.308249,2.611726,0,2
3,9121,0.993703,0.527398,-0.950237,1.472598,0,3
3,9240,0.84578,0.714272,-1.834598,2.142727,0,3
3,9381,-0.440916,1.867368,-0.52821,1.990094,0,3
3,9500,0.345659,2.360036,-0.566145,2.451483,0,3
3,9619,1.935245,2.022388,-1.550085,3.199686,0,3
3,9738,0.754208,0.253458,-1.023736,1.296575,0,3
3,9858,0.136688,-0.084188,-0.817464,0.833078,0,1
3,9977,-0.175594,0.293806,-0.293487,0.450876,0,1
3,10117,-0.292993,0.274694,-0.746336,0.847537,0,1
3,10266,0.113208,0.51678,-0.540064,0.756008,0,2
3,10385,0.038073,1.419296,-0.613563,1.546709,0,2
3,10504,-0.370477,2.283587,-0.376469,2.343876,0,2
3,10660,0.465406,0.848057,-0.509242,1.09322,0,2
3,10779,-0.997389,1.882233,-1.350926,2.522417,0,2
3,10915,-0.015931,0.410602,-0.867254,0.959676,0,3
3,11051,0.11086,0.920258,-1.540601,1.797948,0,3
3,11170,-0.48318,1.045548,-0.931269,1.481181,0,3
3,11319,-0.285949,2.164667,0.164105,2.189631,0,3
3,11438,1.425732,1.319488,-1.526376,2.470543,0,3
3,11557,0.758904,-0.481295,-1.659148,1.88689,0,3
3,11704,-0.126286,0.140909,-0.791384,0.81369,0,1
3,11840,-0.14507,0.346895,-0.563774,0.67766,0,1
3,11987,-0.123938,0.291683,-0.708401,0.776061,0,1
3,12143,0.094425,1.024312,-0.447598,1.121818,0,2
3,12262,-0.379869,1.905592,-0.381211,1.980127,0,2
3,12411,-0.08637,0.835315,-0.468936,0.961828,0,2
3,12547,-1.110092,1.752695,-1.346184,2.473147,0,2
3,12703,0.315135,0.752496,-0.691804,1.069651,0,3
3,12822,0.103816,0.777979,-1.388861,1.595294,0,3
3,12941,-0.140374,1.145356,-1.016623,1.537878,0,3
3,13077,-0.342301,1.992658,0.306361,2.044924,0,3
3,13196,0.956135,1.778178,0.15225,2.024671,0,3
3,13316,0.930307,1.332229,-1.147025,1.988963,0,3
3,13457,0.143732,0.000754,-0.675208,0.690337,0,1
3,13576,-0.112198,0.359637,-0.644386,0.746431,0,1
3,13739,-0.194378,0.344772,-0.660982,0.77042,0,1
3,13875,-0.119242,0.9691,-0.741594,1.226106,0,2
3,14011,0.150776,1.359836,-0.357502,1.414106,0,2
3,14130,-0.732066,1.969299,-0.658611,2.201778,0,2
3,14266,0.620373,1.253658,-0.407292,1.456848,0,2
3,14396,-0.863553,1.608293,-1.438651,2.32423,0,2
3,14545,0.106164,0.678171,-0.879109,1.115356,0,3
3,14665,0.15782,1.196321,-1.213411,1.711274,0,3
3,14784,-0.152114,1.621034,-0.850657,1.836984,0,3
3,14928,-0.16855,2.30907,0.640664,2.40222,0,3
3,15068,1.350597,1.42779,-1.557198,2.507501,0,3
3,15198,0.357399,-0.130907,-0.890963,0.968858,0,3
3,15334,-0.079326,0.232223,-0.561403,0.612693,0,1
3,15470,-0.15681,0.274694,-0.58037,0.660966,0,1
3,15619,-0.051151,0.29593,-0.677579,0.74115,0,1
3,15755,0.155472,0.752496,-0.246068,0.806828,0,2
3,15874,-0.278905,1.824897,-0.376469,1.884082,0,2
3,16010,-0.433872,1.446902,-0.708401,1.668413,0,2
3,16146,0.038073,1.795167,-0.774787,1.955599,0,2
3,16265,-0.823638,1.21331,-1.478957,2.082742,0,2
